"quadrat","scientificName","count"
1,"Dipsacus L.",62
1,"Dipsacus sylvestris Huds.",8
1,"Dirca palustris L.",2
1,"Disanthus cercidifolius Maxim.",16
1,"Discelium nudum Bridel, 1826",16
1,"Distichium capillaceum Bruch & W.P.Schimper, 1846",7
1,"Distichium hagenii Ryan ex Philibert, 1896",7
1,"Distichlis spicata (L.) Greene",8
1,"Distichlis spicata var. spicata",8
1,"Ditrichum pusillum Hampe, 1867",4
1,"Ditrichum schimperi Kuntze, 1891",8
1,"Dodecatheon pulchellum (Raf.) Merr.",8
1,"Doellingeria umbellata Nees",4
1,"Doellingeria umbellata var. umbellata",4
1,"Doronicum pardalianches L.",32
1,"Draba nemorosa L.",12
1,"Draba nemorosa var. leiocarpa Lindblom",7
1,"Draba reptans (Lam.) Fernald",2
1,"Draba verna L.",84
1,"Dracocephalum parviflorum Nutt.",16
1,"Drepanocladus (C.Müller Hal.) G.Roth, 1899",6
1,"Drepanocladus aduncus var. paternus (Sanio) Jelenc",4
1,"Drepanocladus aduncus var. polycarpon (Blandow ex Voit) G.Roth",2
1,"Drepanocladus aduncus Warnstorf, 1903",99
1,"Drepanocladus aquaticus (Sanio) Warnst.",4
1,"Drepanocladus capillifolius (Warnst.) Warnst.",16
1,"Drepanocladus intermedius (Lindb.) Warnst.",2
1,"Drepanocladus kneiffii (Schimp.) Warnst.",2
1,"Drepanocladus longifolius Brotherus ex Paris, 1909",2
1,"Drepanocladus polycarpon (Voit) Warnst.",6
1,"Drepanocladus polygamus (Schimp.) Hedenäs",2
1,"Drepanocladus revolvens (Anon.) Warnst.",9
1,"Drepanocladus sendtneri Warnstorf, 1903",4
1,"Drepanocladus uncinatus (Hedw.) Warnst.",4
1,"Drosera anglica Huds.",2
1,"Drosera intermedia Hayne",18
1,"Drosera rotundifolia L.",71
1,"Drymocallis arguta (Pursh) Rydb.",2
1,"Dryopteris arguta (Kaulf.) Maxon",8
1,"Dryopteris austriaca Schinz & Thell.",48
1,"Dryopteris austriaca var. dilatata Hoffm.",8
1,"Dryopteris boottii Underw.",2
1,"Dryopteris carthusiana (Vill.) H.P.Fuchs",21
1,"Dryopteris cristata (L) A.Gray",6
1,"Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy",88
1,"Dryopteris goldiana (Hook.) A.Gray",6
1,"Dryopteris intermedia A.Gray",20
1,"Dryopteris marginalis (L.) A.Gray",56
1,"Dryopteris spinulosa var. americana (Fisch.) Fern.",2
1,"Dryopteris spinulosa Watt",6
1,"Dryptodon patens Bridel, 1826",16
1,"Dulichium arundinaceum Britton",36
1,"Dumontia incrassata (O.F.Müller) J.V.Lamouroux",8
1,"Dunaliella tertiolecta Butcher, 1959",2
1,"Echinacea purpurea (L.) Moench",32
1,"Echinochloa crus-galli (L.) P.Beauv.",91
1,"Echinochloa microstachya (Wiegand) Rydb.",6
1,"Echinochloa muricata (P.Beauv.) Fernald",8
1,"Echinochloa muricata var. microstachya Wiegand",10
1,"Echinochloa muricata var. muricata",4
1,"Echinochloa pungens (Poir.) Rydb.",2
1,"Echinocystis lobata Torr. & A.Gray",31
1,"Echinops exaltatus Schrad.",8
1,"Echinops ritro L.",8
1,"Echinops sphaerocephalus L.",8
1,"Echium vulgare L.",58
1,"Egeria densa Planch.",7
1,"Elaeagnus angustifolia L.",52
1,"Elaeagnus commutata Bernh. ex Rydb.",7
1,"Elaeagnus L.",8
1,"Elaeagnus umbellata C.P.Thunb. ex A.Murray",4
1,"Elaeagnus umbellata Thunb.",16
1,"Elaphoglossum bifurcatum (Jacq.) Mickel",2
1,"Elatine minima (Nutt.) Fisch. & C.A.Mey.",2
1,"Eleocharis acicularis (L.) Roem. & Schult.",23
1,"Eleocharis calva Torrey",2
1,"Eleocharis compressa Sull.",16
1,"Eleocharis elliptica Kunth",10
1,"Eleocharis erythropoda Steud.",45
1,"Eleocharis macrostachya Britton",8
1,"Eleocharis obtusa (Willd.) Schult.",2
1,"Eleocharis palustris (L.) Roem. & Schult.",36
1,"Eleocharis quinqueflora (Hartm.) O.Schwarz",2
1,"Eleocharis smallii Britton",2
1,"Eleocharis tenuis Schult.",2
1,"Eleocharis uniglumis Schult. & Zinserl.",7
1,"Eleusine indica (L.) Gaertn.",2
1,"Elodea canadensis Michx.",14
1,"Elsholtzia stauntonii Benth.",8
1,"Elymus canadensis L.",46
1,"Elymus glaucus Buckley",16
1,"Elymus glaucus subsp. glaucus",16
1,"Elymus hystrix L.",4
1,"Elymus maltei Bowden",4
1,"Elymus repens (L.) Gould",68
1,"Elymus vancouverensis Macoun ex Vasey",8
1,"Elymus villosus Muhl. ex Willd.",4
1,"Elymus virginicus L.",10
1,"Empetrum nigrum L.",2
1,"Encephalartos barteri Carruth. ex Miq.",7
1,"Endocladia muricata (Postels & Ruprecht) J.Agardh",8
1,"Enkianthus campanulatus G.Nicholson",16
1,"Enkianthus perulatus C.K.Schneid.",8
1,"Enteromorpha compressa (L.) Grev.",26
1,"Enteromorpha intestinalis (L.) Link",44
1,"Enteromorpha Link, 1820",16
1,"Enteromorpha linza (L.) J.Agardh",90
1,"Enteromorpha prolifera (O.F.Müll.) J.Agardh",40
1,"Entodon cladorrhizans (Hedw.) Müll.Hal.",4
1,"Entodon cladorrhizans C.Müller, 1845",2
1,"Entodon concinnus Paris, 1904",7
1,"Entodon schleicheri Demeter, 1885",7
1,"Ephedra gerardiana Wall. ex Stapf",8
1,"Ephedra sinica Stapf",7
1,"Epidendrum cochleatum L.",7
1,"Epifagus virginiana (L.) W.P.C.Barton",12
1,"Epigaea repens L.",70
1,"Epilobium anagallidifolium Lam.",8
1,"Epilobium angustifolium subsp. circumvagum Mosquin",32
1,"Epilobium ciliatum Raf.",30
1,"Epilobium ciliatum subsp. ciliatum",19
1,"Epilobium ciliatum subsp. glandulosum (Lehm.) Hoch & P.H.Raven",4
1,"Epilobium coloratum Biehler",2
1,"Epilobium floridulum M.Smejkal",16
1,"Epilobium hirsutum L.",50
1,"Epilobium holosericeum Trelease",24
1,"Epilobium L.",12
1,"Epilobium lactiflorum Hausskn.",16
1,"Epilobium leptophyllum Raf.",8
1,"Epilobium montanum L.",16
1,"Epilobium obscurum Schreb.",16
1,"Epilobium parviflorum G.Simpson & J.S.Thomson",8
1,"Epipactis helleborine (L.) Crantz",74
1,"Epipterygium tozeri Lindberg, 1865",14
1,"Equisetum arvense f. ramulosum (Rupr.) Klinge",2
1,"Equisetum arvense L.",321
1,"Equisetum fluviatile L.",54
1,"Equisetum hyemale L.",50
1,"Equisetum hyemale subsp. affine (Engelm.) Calder & Roy L.Taylor",8
1,"Equisetum litorale Kuehlew.",6
1,"Equisetum nelsonii J.H.Schaffn.",18
1,"Equisetum palustre L.",11
1,"Equisetum pratense Ehrh.",9
1,"Equisetum robustum A.Br. ex Engelm.",2
1,"Equisetum sylvaticum L.",46
1,"Equisetum telmateia Ehrh.",122
1,"Equisetum telmateia subsp. braunii (Milde) R.L.Hauke",32
1,"Equisetum variegatum Schleich. ex F.Weber & D.Mohr",28
1,"Eragrostis cilianensis (All.) Vignolo ex Janch.",28
1,"Eragrostis frankii Steud.",8
1,"Eragrostis minor Host",34
1,"Eragrostis multicaulis Steud.",10
1,"Eragrostis pectinacea (Michx.) Nees",32
1,"Eragrostis pectinacea (Michx.) Steud.",4
1,"Eragrostis pectinacea var. pectinacea",16
1,"Eranthis hyemalis Salisb.",12
1,"Erechtites hieraciifolia (L.) Raf. ex DC.",4
1,"Erechtites hieraciifolius Walp.",6
1,"Erica arborea Brot.",8
1,"Erica coccinea Berg.",8
1,"Ericaceae",2
1,"Erigeron annuus (L.) Desf., 1804",2
1,"Erigeron annuus Pers.",42
1,"Erigeron canadensis L.",45
1,"Erigeron glabellus Nutt.",21
1,"Erigeron karvinskianus DC.",8
1,"Erigeron L.",2
1,"Erigeron peregrinus (Pursh) Greene",8
1,"Erigeron peregrinus subsp. callianthemus (Greene) Cronquist",8
1,"Erigeron philadelphicus L.",96
1,"Erigeron speciosus DC.",7
1,"Erigeron strigosus Muhl. ex Willd.",26
1,"Erigeron strigosus var. septentrionalis (Fernald & Wiegand) Fernald",2
1,"Eriocaulon aquaticum Druce",10
1,"Eriocaulon septangulare With.",2
1,"Eriogonum latifolium Sm.",8
1,"Eriophorum angustifolium Honck.",2
1,"Eriophorum angustifolium subsp. angustifolium",7
1,"Eriophorum chamissonis C.A.Mey.",40
1,"Eriophorum tenellum Nutt.",2
1,"Eriophorum virginicum L.",8
1,"Eriophyllum lanatum (Pursh) J.Forbes",24
1,"Erodium cicutarium (L.) L'Hér.",43
1,"Erodium cicutarium L'Hér. ex Ait.",42
1,"Erodium moschatum (Burm.f.) L'Hér.",2
1,"Eruca vesicaria (L.) Cav.",7
1,"Eruca vesicaria subsp. sativa (Mill.) Thell.",4
1,"Erucastrum gallicum O.E.Schulz",56
1,"Erysimum cheiranthoides L.",64
1,"Erysimum cheiranthoides subsp. cheiranthoides",8
1,"Erysimum inconspicuum MacMill.",4
1,"Erythranthe alsinoides (Douglas ex Benth.) G.L.Nesom & N.S.Fraga",8
1,"Erythranthe guttata (DC.) G.L.Nesom",32
1,"Erythranthe inodora (Greene) G.L.Nesom",24
1,"Erythranthe microphylla (Benth.) G.L.Nesom",8
1,"Erythranthe moschata (Douglas ex Lindl.) G.L.Nesom",24
1,"Erythronium americanum Ker Gawl.",96
1,"Erythronium americanum subsp. americanum",42
1,"Erythronium oregonum Applegate",16
1,"Escallonia punctata DC.",8
1,"Eschscholzia californica Cham.",40
1,"Eucalyptus niphophila Maiden & Blakely",8
1,"Eugomontia sacculata Kornmann",8
1,"Euonymus alatus (Thunb.) Siebold",36
1,"Euonymus europaeus L.",14
1,"Euonymus fortunei (Turcz.) Hand.-Mazz.",20
1,"Euonymus fortunei var. radicans (Sieb. ex Miq.) Rehder",2
1,"Euonymus L.",8
1,"Eupatorium ageratoides L.fil.",4
1,"Eupatorium altissimum L.",8
1,"Eupatorium cannabinum L.",8
1,"Eupatorium maculatum L.",2
1,"Eupatorium maculatum var. bruneri (A.Gray) Breitung",2
1,"Eupatorium perfoliatum L.",20
1,"Eupatorium rugosum Houtt.",2
1,"Euphorbia amygdaloides L.",8
1,"Euphorbia characias L.",16
1,"Euphorbia cyparissias L.",45
1,"Euphorbia davidii R.Subils",2
1,"Euphorbia esula L.",6
1,"Euphorbia glyptosperma Engelm.",32
1,"Euphorbia helioscopia L.",18
1,"Euphorbia heterophylla L.",8
1,"Euphorbia L.",9
1,"Euphorbia lathyrus L.",8
1,"Euphorbia maculata L.",6
1,"Euphorbia marginata Pursh",28
1,"Euphorbia myrsinites L.",14
1,"Euphorbia nutans Lagasca",2
1,"Euphorbia peplus L.",20
1,"Euphorbia serpens Kunth",8
1,"Euphorbia serpillifolia Pers.",11
1,"Euphorbia serrulata Thuill.",8
1,"Euphorbia spathulata Lam.",8
1,"Euphorbia vermiculata Raf.",14
1,"Euphrasia americana Wettst.",8
1,"Euphrasia nemorosa (Pers.) Wallr.",4
1,"Euphrasia officinalis L.",8
1,"Eurhynchium hians Sande Lacoste, 1866",34
1,"Eurhynchium oreganum Jaeger, 1878",16
1,"Eurhynchium praelongum W.P.Schimper, 1854",80
1,"Eurhynchium pulchellum Jennings, 1913",14
1,"Eurhynchium serrulatum (Hedw.) Kindb.",2
1,"Eurhynchium stokesii (Turner) Schimp.",8
1,"Eurhynchium stoloniferum (Brid.) A.Jaeger",16
1,"Eurhynchium strigosum (Web. & Mohr) Schimp.",12
1,"Eurya japonica Thunb.",8
1,"Eurybia conspicua (Lindl.) G.L.Nesom",14
1,"Eurybia macrophylla Cass.",14
1,"Eurybia radula (Aiton) G.L.Nesom",14
1,"Eurybia sibirica (L.) G.L.Nesom",7
1,"Euthamia graminifolia (L.) Nutt.",27
1,"Euthamia graminifolia var. graminifolia",2
1,"Euthamia graminifolia var. nuttallii (Greene) Sieren",8
1,"Euthamia graminifolia var. nuttallii (Greene) W.Stone",2
1,"Euthora cristata (C.Agardh) J.Agardh",2
1,"Eutrochium maculatum (L.) E.E.Lamont",12
1,"Exacum affine Balf.f. ex Regel",15
1,"Fabaceae",10
1,"Fagopyrum esculentum Moench",2
1,"Fagopyrum sagittatum Gilib.",4
1,"Fagus grandifolia Ehrh.",108
1,"Fagus orientalis Lipsky",8
1,"Fagus sylvatica f. roseomarginata (Cripps) Domin",8
1,"Fagus sylvatica L.",18
1,"Fagus sylvatica var. laciniata Vignet",8
1,"Fallopia Adans.",2
1,"Fallopia cilinodis (Michx.) Holub",2
1,"Fallopia convolvulus (L.) Á.Löve",14
1,"Fallopia japonica var. japonica",12
1,"Fargesia nitida Keng f. ex T.P.Yi",2
1,"Farlowia mollis (Harv. & Bailey) Farl. & Setch.",64
1,"Fatshedera lizei (hort. ex Cochet) Guillaumin",8
1,"Fatsia japonica Decne. & Planch.",16
1,"Festuca arundinacea Schreb.",16
1,"Festuca filiformis Pourr.",8
1,"Festuca L.",24
1,"Festuca myuros L.",16
1,"Festuca occidentalis Hook.",16
1,"Festuca ovina L.",14
1,"Festuca pratensis Huds.",4
1,"Festuca rubra L.",100
1,"Festuca subulata Trin.",16
1,"Festuca subverticillata (Pers.) E.B.Alexeev",2
1,"Festuca trachyphylla (Hack.) Krajina",2
1,"Ficaria verna Huds.",42
1,"Ficus religiosa L.",7
1,"Filipendula purpurea Maxim.",8
1,"Fissidens adianthoides Hedwig, 1801",16
1,"Fissidens bryoides Hedwig, 1801",32
1,"Fissidens osmundoides Hedwig, 1801",2
1,"Fissidens pauperculus M.A.Howe, 1894",16
1,"Fissidens taxifolius Hedwig, 1801",4
1,"Fitzroya cupressoides I.M.Johnst.",7
1,"Floerkea proserpinacoides Willd.",22
1,"Foeniculum vulgare Mill.",18
1,"Fontinalis antipyretica Hedwig, 1801",32
1,"Fontinalis neomexicana Sullivant & Lesquereux, 1856",24
1,"Fontinalis novae-angliae Sullivant, 1856",6
1,"Fontinalis novae-angliae var. cymbifolia (Austin) W.H.Welch",2
1,"Forsythia intermedia Zabel",8
1,"Forsythia viridissima Lindl.",2
1,"Fothergilla gardenii L.",8
1,"Fothergilla monticola Ashe",8
1,"Fragaria ananassa (Weston) Duchesne ex Rozier",2
1,"Fragaria ananassa subsp. cuneifolia (Nutt. ex Howell) G.Staudt",56
1,"Fragaria vesca L.",33
1,"Fragaria vesca subsp. americana (Porter) Staudt",2
1,"Fragaria virginiana Duchesne",22
1,"Fragaria virginiana Mill.",18
1,"Fragaria virginiana var. glauca S.Watson",7
1,"Francoa sonchifolia Cav.",8
1,"Frangula alnus Mill.",34
1,"Frangula purshiana Cooper",24
1,"Franseria bipinnatifida Nutt.",8
1,"Fraxinus americana L.",48
1,"Fraxinus excelsior f. angustifolia (Schelle) P.D.Sell",8
1,"Fraxinus excelsior L.",10
1,"Fraxinus nigra Marshall",8
1,"Fraxinus ornus L.",16
1,"Fraxinus oxycarpa M.Bieb. ex Willd.",8
1,"Fraxinus pennsylvanica f. erythrocarpa Vict. & J.Rousseau",2
1,"Fraxinus pennsylvanica Marshall",32
1,"Fraxinus pennsylvanica var. austinii Fernald",2
1,"Fraxinus pennsylvanica var. pennsylvanica",2
1,"Fraxinus pubescens Lam.",2
1,"Fremontodendron californicum (Torr.) Coult.",8
1,"Fritillaria affinis (Schultes) Sealy",8
1,"Fritillaria camschatcensis Ker Gawl.",32
1,"Fritillaria imperialis L.",16
1,"Frullania californica (Austin) A.Evans",8
1,"Frullania eboracensis Gottsche",4
1,"Frullania eboracensis Lehm.",2
1,"Frullania franciscana M.Howe",8
1,"Frullania nisquallensis Sull.",8
1,"Frullania oakesiana Austin",8
1,"Frullania tamarisci (L.) Dumort.",8
1,"Frullania tamarisci var. asagrayana (Mont.) Hatt.",2
1,"Frullania tamarisci var. nisquallensis (Sull.) Hatt.",48
1,"Fuchsia magellanica Lam.",8
1,"Fuchsia magellanica var. molinae Espinosa",8
1,"Fuchsia microphylla Kunth",8
1,"Fumaria bastardii Boreau",24
1,"Fumaria L.",8
1,"Fumaria martinii Calv.",8
1,"Fumaria muralis W.D.J.Koch",8
1,"Fumaria officinalis L.",2
1,"Funaria hygrometrica Hedwig, 1801",34
1,"Fuscaria Stackhouse, 1809",4
1,"Fuscocephaloziopsis catenulata (Huebener) Váňa & L.Söderstr.",2
1,"Fuscocephaloziopsis lunulifolia (Dumort.) Váňa & L.Söderstr.",2
1,"Fuscocephaloziopsis pleniceps (Austin) Váňa & L.Söderstr.",2
1,"Gaillardia aristata Pursh",9
1,"Gaillardia pulchella Foug.",14
1,"Galanthus elwesii Hook.f.",4
1,"Galanthus nivalis L.",56
1,"Galearis spectabilis (L.) Raf.",8
1,"Galega officinalis L.",16
1,"Galeopsis speciosa Mill.",8
1,"Galeopsis tetrahit L.",26
1,"Galeopsis tetrahit var. bifida (Boenn.) Lej. & Courtois",2
1,"Galinsoga ciliata (Rafin.) S.F.Blake",40
1,"Galinsoga parviflora Cav.",2
1,"Galinsoga quadriradiata Cav.",10
1,"Galinsoga quadriradiata Ruiz & Pav.",38
1,"Galinsoga Ruiz & Pav.",8
1,"Galium aparine L.",34
1,"Galium boreale L.",20
1,"Galium circaezans Michx.",6
1,"Galium L.",2
1,"Galium mollugo L.",10
1,"Galium odoratum Scop.",10
1,"Galium palustre L.",8
1,"Galium tinctorium L.",2
1,"Galium trifidum L.",58
1,"Galium trifidum subsp. columbianum (Rydb.) Hultén",8
1,"Galium triflorum Michx.",27
1,"Galium verum L.",16
1,"Gasteria verrucosa (Mill.) Haw.",7
1,"Gastroclonium coulteri",8
1,"Gaultheria hispidula (L.) Muhl. ex Bigelow",20
1,"Gaultheria ovatifolia A.Gray",8
1,"Gaultheria procumbens L.",128
1,"Gaultheria shallon Pursh",312
1,"Gaylussacia baccata K.Koch",30
1,"Gaylussacia dumosa Torr. & A.Gray",2
1,"Gayralia oxysperma (Kütz.) K.L.Vinogr. ex Scagel et al.",18
1,"Gemmabryum dichotomum (Hedw.) J.R.Spence & H.P.Ramsay",8
1,"Gentiana sceptrum Griseb.",24
1,"Gentianella amarella (L.) Börner",21
1,"Gentianella crinita subsp. macounii (Holm) J.M.Gillett",7
1,"Gentianopsis crinita (Froel.) Ma",4
1,"Geocalyx graveolens (Schrad.) Nees",10
1,"Geocaulon lividum Fernald",7
1,"Georgia geniculata (Girg. ex Milde) Brockm.",8
1,"Geranium bicknellii Britton",23
1,"Geranium carolinianum L.",9
1,"Geranium dissectum L.",8
1,"Geranium endressii J.Gay",8
1,"Geranium lucidum L.",16
1,"Geranium maculatum L.",14
1,"Geranium magniflorum Knuth",8
1,"Geranium molle L.",40
1,"Geranium pratense L.",4
1,"Geranium pusillum L.",16
1,"Geranium pyrenaicum Burm.f.",8
1,"Geranium richardsonii Fisch. & Trautv.",7
1,"Geranium robertianum L.",250
1,"Geranium sanguineum L.",12
1,"Geranium sibiricum L.",16
1,"Gerardia purpurea var. parviflora Benth.",2
1,"Gerardia tenuifolia Vahl",8
1,"Geum album J.F.Gmel.",4
1,"Geum aleppicum Jacq.",4
1,"Geum canadense Jacq.",8
1,"Geum laciniatum Murr.",2
1,"Geum laciniatum var. trichocarpum Fernald",2
1,"Geum macrophyllum var. macrophyllum",8
1,"Geum macrophyllum Willd.",136
1,"Geum rivale L.",4
1,"Geum strictum Aiton",4
1,"Geum urbanum L.",10
1,"Gigartina corymbifera",112
1,"Gigartina exasperata",40
1,"Gigartina papillata",80
1,"Gigartinaceae",8
1,"Gilia capitata Sims",8
1,"Ginkgo biloba L.",52
1,"Glaux maritima L.",8
1,"Glechoma hederacea L.",132
1,"Gleditsia triacanthos f. inermis (L.) C.K.Schneid.",12
1,"Gleditsia triacanthos L.",36
1,"Gloriosa superba L.",7
1,"Glyceria borealis (Nash) Batch.",7
1,"Glyceria canadensis Trin.",10
1,"Glyceria canadensis var. laxa (Scribn.) Hitchc.",2
1,"Glyceria declinata Breb.",8
1,"Glyceria elata M.E.Jones",24
1,"Glyceria fluitans R.Br.",24
1,"Glyceria grandis f. grandis",8
1,"Glyceria grandis S.Watson",41
1,"Glyceria maxima Holmb.",64
1,"Glyceria melicaria (Michx.) F.T.Hubb.",2
1,"Glyceria obtusa Trin.",6
1,"Glyceria occidentalis (Piper) J.C.Nelson",8
1,"Glyceria pallida (Torr.) Trin.",2
1,"Glyceria striata (Lam.) Hitchc.",8
1,"Glycine max (L.) Merr.",8
1,"Glycyrrhiza lepidota Pursh",16
1,"Glyptostrobus pensilis K.Koch",8
1,"Gnaphalium Adans., 1763",2
1,"Gnaphalium microcephalum var. thermale (E.E.Nelson) Cronquist",8
1,"Gnaphalium purpureum L.",8
1,"Gnaphalium uliginosum L.",60
1,"Gnetum gnemon L.",7
1,"Goniotrichopsis sublittoralis G.M.Smith",8
1,"Goodyera oblongifolia Raf.",32
1,"Gossypium L.",14
1,"Gracilaria Greville, 1830",104
1,"Gracilaria lemaneiformis (Bory) Weber-van Bosse",16
1,"Gracilaria pacifica I.A.Abbott, 1985-09",56
1,"Gracilariopsis andersonii",8
1,"Grammica campestris (Yunck.) Hadac & Chrtek",2
1,"Grammica gronovii (Willd. ex Schult.) Hadac & Chrtek",2
1,"Grateloupia doryphora (Mont.) M.A.Howe",72
1,"Grateloupia setchellii",8
1,"Grimmia alpestris Schleicher, 1807",32
1,"Grimmia anomala Hampe, 1876",8
1,"Grimmia apocarpa Hedw.",4
1,"Grimmia pulvinata Smith, 1807",24
1,"Grimmia tenerrima Renauld & Cardot",8
1,"Grimmia torquata Grev.",104
1,"Grimmia trichophylla Greville, 1824",128
1,"Grindelia squarrosa (Pursh) Dunal",24
1,"Grindelia squarrosa var. quasiperennis Lunell",7
1,"Grindelia stricta var. stricta",24
1,"Guizotia abyssinica (L.f.) Cass.",8
1,"Gymnocarpium dryopteris Newm.",42
1,"Gymnocladus dioica (L.) K.Koch",10
1,"Gymnocolea inflata (Huds.) Dumort.",4
1,"Gymnogongrus leptophyllus J.Agardh",32
1,"Gymnogongrus Martius, 1833",8
1,"Gymnostomum calcareum Nees & Hornschuch, 1823",2
1,"Gypsophila elegans M.Bieb.",2
1,"Gypsophila paniculata L.",14
1,"Hackelia americana (A.Gray) Fern.",7
1,"Hackelia deflexa Opiz",7
1,"Hackelia deflexa subsp. americana (A.Gray) Á.Löve & D.Löve",4
1,"Hackelia deflexa var. americana (A.Gray) Fern. & I.M.Johnst.",4
1,"Hacquetia epipactis (Scop.) DC.",8
1,"Halerpestes cymbalaria Greene",2
1,"Halosaccion ramentaceum (L.) J.Agardh, 1852",14
1,"Halymenia C.Agardh, 1817",16
1,"Halymenia gardneri (Kylin) Parkinson",8
1,"Halymenia schizymenioides Hollenb. & I.A.Abbott",16
1,"Hamamelis ×intermedia Rehder",8
1,"Hamamelis mollis Oliv.",8
1,"Hamamelis vernalis Sarg.",16
1,"Hamamelis virginiana L.",62
1,"Haplocladium microphyllum Brotherus, 1907",4
1,"Haraldiophyllum A.D.Zinova, 1981",40
1,"Harpanthus scutatus (F.Weber & D.Mohr) Spruce",2
1,"Haworthia attenuata (Haw.) Haw.",7
1,"Hedeoma pulegioides Pers.",6
1,"Hedera colchica (K.Koch) K.Koch",16
1,"Hedera helix L.",208
1,"Hedera hibernica Poit.",2
1,"Hedera L.",8
1,"Hedwigia ciliata Palisot de Beauvois, 1805",2
1,"Hedwigia stellata Hedenäs, 1994",8
1,"Helenium flexuosum Raf.",8
1,"Helianthemum Mill.",40
1,"Helianthus annuus L.",65
1,"Helianthus decapetalus L.",28
1,"Helianthus giganteus L.",7
1,"Helianthus laetiflorus Pers.",7
1,"Helianthus maximiliani Schrad.",17
1,"Helianthus nuttallii Torr. & A.Gray",7
1,"Helianthus pauciflorus subsp. subrhomboideus (Rydb.) O.Spring & E.E.Schill.",14
1,"Helianthus petiolaris Nutt.",10
1,"Helianthus strumosus L.",2
1,"Helianthus subrhomboideus Rydb.",7
1,"Helianthus tuberosus L.",6
1,"Helichrysum Mill.",8
1,"Heliopsis helianthoides (L.) Sw.",6
1,"Helleborus niger L.",16
1,"Helodium blandowii Warnstorf, 1905",2
1,"Helodium paludosum (Sull.) Aust.",2
1,"Hemerocallis fulva L.",18
1,"Hemerocallis fulva var. aurantiaca (Baker) M.Hotta",2
1,"Hemitomes congestum A.Gray",8
1,"Hepatica acutiloba DC.",30
1,"Hepatica americana (DC.) Ker-Gawl.",4
1,"Heracleum mantegazzianum Sommier & Levier",10
1,"Heracleum maximum Bartr.",15
1,"Heracleum sphondylium L.",8
1,"Herbertus sakuraii (Warnst.) S.Hatt.",8
1,"Herzogiella striatella Iwatsuki, 1970",4
1,"Herzogiella turfacea Iwatsuki, 1970",4
1,"Hesperis matronalis L.",103
1,"Heteranthera graminea (Michx.) Vahl",4
1,"Heterocladium Bruch & Schimp.",8
1,"Heterocladium dimorphum W.P.Schimper, 1852",2
1,"Heterocladium heteropterioides Best",16
1,"Heterocladium macounii Best, 1901",80
1,"Heteromeles arbutifolia (Lindl.) M.Roem.",8
1,"Heterophyllium haldanianum (Grev.) M.Fleisch.",8
1,"Heterosiphonia japonica Yendo",16
1,"Heuchera americana L.",8
1,"Heuchera glabra Willd. ex Roem. & Schult.",8
1,"Heuchera micrantha Dougl.",8
1,"Heuchera micrantha Douglas ex Lindl.",32
1,"Heuchera micrantha var. diversifolia (Rydb.) Rosend., Butters & Lakela",8
1,"Heuchera micrantha var. pacifica Rosend., Butters & Lakela",8
1,"Hibiscus cannabinus L.",7
1,"Hibiscus trionum L.",4
1,"Hieracium albiflorum Hook.",24
1,"Hieracium aurantiacum L.",26
1,"Hieracium florentinum All.",4
1,"Hieracium floribundum Wimmer & Grab.",8
1,"Hieracium kalmii L.",6
1,"Hieracium kalmii var. kalmii",2
1,"Hieracium L.",34
1,"Hieracium lachenalii C.C.Gmel.",8
1,"Hieracium lachenalii subsp. cruentifolium (Dahlst. & Lübeck) Zahn",4
1,"Hieracium lachenalii Suter",10
1,"Hieracium maculatum Schrank",14
1,"Hieracium maculatum Sm.",2
1,"Hieracium murorum L.",34
1,"Hieracium paniculatum L.",2
1,"Hieracium pilosella L.",32
1,"Hieracium piloselloides Vill.",12
1,"Hieracium sabaudum Pall.",16
1,"Hieracium scabrum Michx.",12
1,"Hieracium umbellatum L.",47
1,"Hieracium umbellatum var. scabriusculum (Schweinitz) Farw.",7
1,"Hieracium vulgatum Spreng.",2
1,"Hildenbrandia occidentalis Setch., 1917",8
1,"Hildenbrandia rubra (Sommerfelt) Meneghini",16
1,"Hippophae rhamnoides L.",17
1,"Hippuris montana Ledeb. ex Rchb.",8
1,"Hippuris vulgaris L.",4
1,"Holcus lanatus L.",80
1,"Hollenbergia subulata",152
1,"Holodiscus discolor Maxim.",80
1,"Holosteum umbellatum L.",8
1,"Homalosorus pycnocarpos (Spreng.) Pic.Serm.",2
1,"Homalothecium fulgescens (Mitt. ex C.Müll.) Lawt.",8
1,"Homalothecium fulgescens (Mitt. ex Müll.Hal.) A.Jaeger",16
1,"Homalothecium megaptilum (Sull.) H.Rob.",8
1,"Homalothecium nuttallii Jaeger, 1878",64
1,"Honckenya peploides subsp. robusta (Fernald) Hultén",2
1,"Hookeria lucens Smith, 1808",16
1,"Hordeum brachyantherum Nevski",16
1,"Hordeum jubatum L.",72
1,"Hordeum jubatum var. jubatum",10
1,"Hordeum L.",7
1,"Hordeum murinum L.",24
1,"Hordeum murinum subsp. glaucum (Steud.) Tzvelev",24
1,"Hordeum murinum subsp. leporinum (Link) Arcang.",16
1,"Hosta undulata L.H.Bailey",8
1,"Houstonia caerulea L.",26
1,"Houttuynia cordata Thunb.",16
1,"Hudsonia ericoides f. ericoides",2
1,"Hudsonia ericoides L.",20
1,"Hudsonia ericoides subsp. andersonii Nickerson & J.T.Skog",2
