species,AccSpeciesID
Dryopteris marginalis,19421
Dulichium arundinaceum,19546
Dysphania ambrosioides,81989
Echinacea purpurea,19707
Echinochloa crus-galli,19722
Echinochloa muricata,19740
Echinocystis lobata,19760
Echinops exaltatus,19782
Echinops ritro,19791
Echinops sphaerocephalus,19794
Echium vulgare,19822
Egeria densa,19845
Elaeagnus angustifolia,19914
Elaeagnus commutata,19916
Elaeagnus umbellata,19926
Elatine minima,82173
Eleocharis acicularis,20070
Eleocharis compressa,64460
Eleocharis elliptica,82209
Eleocharis erythropoda,20086
Eleocharis macrostachya,20096
Eleocharis obtusa,20101
Eleocharis palustris,20105
Eleocharis quinqueflora,20110
Eleocharis tenuis,64463
Eleocharis uniglumis,20118
Eleusine indica,20139
Elliottia pyroliflora,64464
Elodea canadensis,20186
Elsholtzia stauntonii,82248
Elymus canadensis,20242
Elymus glaucus,20290
Elymus hystrix,314779
Elymus maltei,314786
Elymus repens,20359
Elymus smithii,20386
Elymus spicatus,20389
Elymus villosus,20417
Elymus virginicus,20418
Empetrum nigrum,20484
Encalypta ciliata,314972
Encalypta procera,314977
Encephalartos barteri,82297
Enkianthus campanulatus,82403
Enkianthus perulatus,20614
Entodon cladorrhizans,315257
Entodon concinnus,315259
Entodon schleicheri,315263
Ephedra gerardiana,20759
Ephedra sinica,20767
Epifagus virginiana,20790
Epigaea repens,20791
Epilobium anagallidifolium,20800
Epilobium angustifolium,20801
Epilobium ciliatum,20816
Epilobium coloratum,20818
Epilobium hirsutum,20845
Epilobium lactiflorum,20851
Epilobium latifolium,20858
Epilobium leptophyllum,20859
Epilobium montanum,20863
Epilobium obscurum,20871
Epipactis helleborine,20911
Epipterygium tozeri,316019
Equisetum arvense,20927
Equisetum fluviatile,20929
Equisetum hyemale,20931
Equisetum litorale,20932
Equisetum nelsonii,316055
Equisetum palustre,20934
Equisetum pratense,20935
Equisetum scirpoides,20937
Equisetum sylvaticum,20939
Equisetum telmateia,20940
Equisetum trachyodon,20941
Equisetum variegatum,20942
Eragrostis cilianensis,21038
Eragrostis frankii,21101
Eragrostis minor,21194
Eragrostis multicaulis,21203
Eragrostis pectinacea,21234
Eranthis hyemalis,21394
Erica abietina,67609
Erica lusitanica,21578
Erigeron annuus,21627
Erigeron canadensis,21638
Erigeron glabellus,21651
Erigeron glacialis,224504
Erigeron karvinskianus,21656
Erigeron nivalis,224547
Erigeron peregrinus,21663
Erigeron philadelphicus,21664
Erigeron speciosus,21672
Erigeron strigosus,21673
Eriocaulon aquaticum,21688
Eriogonum latifolium,21775
Eriophorum angustifolium,21805
Eriophorum chamissonis,82819
Eriophorum tenellum,82822
Eriophorum vaginatum,21816
Eriophorum virginicum,64481
Eriophorum viridicarinatum,82823
Eriophyllum lanatum,21819
Erodium cicutarium,21900
Erodium moschatum,21910
Erucastrum gallicum,21935
Eruca vesicaria,21921
Erysimum cheiranthoides,21995
Erysimum hieraciifolium,22013
Erysimum inconspicuum,22015
Erythranthe caespitosa,318083
Erythranthe guttata,225081
Erythranthe lewisii,318090
Erythranthe moschata,318092
Erythronium americanum,22122
Erythronium oregonum,82917
Escallonia rubra,67752
Eschscholzia californica,22236
Eubotrys racemosa,101961
Eucalyptus pauciflora,22720
Euonymus alatus,23252
Euonymus europaeus,23260
Euonymus fortunei,23262
Eupatorium cannabinum,23289
Eupatorium perfoliatum,23314
Euphorbia amygdaloides,23331
Euphorbia characias,23368
Euphorbia cyparissias,23387
Euphorbia davidii,226016
Euphorbia esula,23414
Euphorbia glyptosperma,23428
Euphorbia helioscopia,23444
Euphorbia heterophylla,23446
Euphorbia lathyris,23476
Euphorbia maculata,23490
Euphorbia marginata,23494
Euphorbia myrsinites,23513
Euphorbia nutans,23519
Euphorbia peplus,23536
Euphorbia polygonifolia,23552
Euphorbia serpens,23582
Euphorbia serpillifolia,227039
Euphorbia spathulata,23591
Euphorbia stricta,23596
Euphorbia vermiculata,23623
Euphrasia nemorosa,23657
Euphrasia officinalis,23658
Eurhynchium hians,319802
Eurhynchium oreganum,319803
Eurhynchium praelongum,319804
Eurhynchium pulchellum,319805
Eurya japonica,23712
Eurybia chlorolepis,227657
Eurybia macrophylla,64496
Eurybia sibirica,83329
Euthamia graminifolia,23772
Eutrema salsugineum,227697
Eutrochium maculatum,320094
Exacum affine,23790
Fagopyrum esculentum,23874
Fagus grandifolia,23898
Fagus orientalis,23903
Fagus sylvatica,23906
Fallopia cilinodis,227848
Fallopia convolvulus,23920
Fallopia scandens,67900
Fargesia nitida,23998
Fatsia japonica,24052
Fauria crista-galli,227909
Festuca filiformis,24317
Festuca occidentalis,24497
Festuca ovina,24510
Festuca rubra,24604
Festuca subulata,24649
Festuca subverticillata,24652
Festuca trachyphylla,24679
Ficaria verna,83492
Ficus religiosa,24916
Filipendula purpurea,83554
Fissidens adianthoides,321120
Fissidens bryoides,321127
Fissidens osmundoides,321148
Fissidens pauperculus,321149
Fissidens taxifolius,321158
Fitzroya cupressoides,25079
Floerkea proserpinacoides,25121
Foeniculum vulgare,25139
Fontinalis antipyretica,321325
Fontinalis neomexicana,321336
Fontinalis novae-angliae,321337
Forsythia intermedia,25187
Forsythia viridissima,25190
Fothergilla gardenii,64508
Fothergilla major,25198
Fragaria ananassa,25204
Fragaria vesca,25213
Fragaria virginiana,25214
Francoa appendiculata,67974
Frangula alnus,25217
Frangula purshiana,64511
Fraxinus americana,25239
Fraxinus angustifolia,25240
Fraxinus excelsior,25247
Fraxinus nigra,25256
Fraxinus ornus,25258
Fraxinus pennsylvanica,25263
Freesia laxa,83703
Fremontodendron californicum,25280
Fritillaria affinis,25297
Fritillaria camschatcensis,229000
Fritillaria imperialis,25304
Frullania asagrayana,321670
Frullania bolanderi,321671
Frullania californica,321673
Frullania eboracensis,321680
Frullania franciscana,321683
Frullania hattoriana,321686
Frullania nisquallensis,321693
Frullania oakesiana,321694
Frullania tamarisci,321702
Fuchsia magellanica,25329
Fuchsia microphylla,25330
Fumaria barnolae,321792
Fumaria bastardii,25349
Fumaria martinii,67997
Fumaria muralis,25353
Fumaria officinalis,25355
Funaria hygrometrica,321807
Gaillardia aristata,25417
Gaillardia pulchella,25422
Galanthus elwesii,25436
Galanthus nivalis,25438
Galearis spectabilis,83865
Galega officinalis,25451
Galeopsis bifida,25467
Galeopsis speciosa,25472
Galeopsis tetrahit,25473
Galinsoga parviflora,25477
Galinsoga quadriradiata,25478
Galium aparine,25487
Galium asprellum,64517
Galium boreale,25495
Galium circaezans,25500
Galium glaucum,25515
Galium labradoricum,25518
Galium lanceolatum,229576
Galium mollugo,25526
Galium odoratum,25533
Galium palustre,25535
Galium tinctorium,64519
Galium trifidum,25567
Galium triflorum,25568
Galium verum,25573
Gasteria carinata,25763
Gaultheria hispidula,25794
Gaultheria humifusa,25795
Gaultheria ovatifolia,84007
Gaultheria procumbens,25804
Gaultheria shallon,25811
Gaylussacia baccata,25824
Gaylussacia dumosa,25827
Gentiana glauca,68086
Gentiana sceptrum,25989
Gentianella amarella,25999
Gentianopsis crinita,68095
Gentianopsis macounii,230821
Geocalyx graveolens,323253
Geocaulon lividum,84126
Geranium bicknellii,26045
Geranium carolinianum,26048
Geranium dissectum,26052
Geranium endressii,26054
Geranium lucidum,26063
Geranium maculatum,26065
Geranium magniflorum,323428
Geranium molle,26069
Geranium pratense,26081
Geranium pusillum,26083
Geranium pyrenaicum,26084
Geranium richardsonii,26087
Geranium robertianum,26089
Geranium sanguineum,26092
Geranium sibiricum,26094
Geum aleppicum,26130
Geum calthifolium,230959
Geum canadense,26134
Geum laciniatum,64526
Geum macrophyllum,26139
Geum rivale,26145
Geum urbanum,26152
Gilia capitata,26230
Ginkgo biloba,26255
Glechoma hederacea,26336
Gleditsia triacanthos,26351
Gloriosa superba,26425
Glyceria borealis,26464
Glyceria canadensis,26465
Glyceria declinata,26469
Glyceria elata,26472
Glyceria fluitans,26473
Glyceria grandis,26475
Glyceria maxima,26483
Glyceria melicaria,26484
Glyceria obtusa,26490
Glyceria occidentalis,26491
Glyceria septentrionalis,26496
Glyceria striata,26499
Glycine max,26507
Glycyrrhiza lepidota,26523
Glyptostrobus pensilis,26538
Gnaphalium uliginosum,26581
Gnetum gnemon,26585
Gomesa longipes,231382
Goodyera oblongifolia,26750
Goodyera pubescens,26751
Goodyera tesselata,231562
Grimmia anomala,325832
Grimmia donniana,325836
Grimmia pulvinata,325858
Grimmia ramondii,325859
Grimmia teretinervis,325861
Grimmia torquata,325862
Grimmia trichophylla,325864
Grindelia hirsutula,68277
Grindelia squarrosa,27050
Guizotia abyssinica,27246
Gymnocarpium dryopteris,27329
Gymnocladus dioica,27334
Gymnocolea inflata,326637
Gymnomitrion concinnatum,326646
Gymnomitrion obtusum,326650
Gymnostomum calcareum,326755
Gypsophila elegans,27387
Gypsophila paniculata,27391
Gyrothyra underwoodiana,326897
Hackelia deflexa,68314
Hackelia virginiana,27544
Halerpestes cymbalaria,27699
Hamamelis mollis,63071
Hamamelis vernalis,27809
Hamamelis virginiana,27810
Haplocladium microphyllum,327822
Harpanthus scutatus,327924
Hedeoma pulegioides,27985
Hedera colchica,27987
Hedera helix,27988
Hedera hibernica,85390
Hedwigia ciliata,328266
Helenium autumnale,28084
Helenium flexuosum,64532
Helianthus annuus,28128
Helianthus decapetalus,328529
Helianthus giganteus,28137
Helianthus laetiflorus,28142
Helianthus maximiliani,28143
Helianthus nuttallii,28147
Helianthus pauciflorus,68387
Helianthus petiolaris,28149
Helianthus strumosus,28155
Helianthus tuberosus,28156
Heliopsis helianthoides,28340
Helleborus niger,28385
Helodium blandowii,329219
Helodium paludosum,329221
Hemerocallis fulva,28408
Hemitomes congestum,233105
Hepatica nobilis,28459
Heracleum mantegazzianum,28468
Heracleum sphondylium,28473
Herbertus aduncus,329443
Herbertus sakuraii,329448
Herzogiella seligeri,329661
Herzogiella striatella,329662
Herzogiella turfacea,329663
Hesperis matronalis,28585
Heteranthera dubia,68490
Heterocladium dimorphum,329829
Heterocladium macounii,329832
Heteromeles arbutifolia,28615
Heuchera americana,28665
Heuchera glabra,233370
Heuchera micrantha,28667
Hibiscus cannabinus,28746
Hibiscus trionum,28826
Hieracium lachenalii,330497
Hieracium maculatum,28978
Hieracium murorum,28985
Hieracium sabaudum,29044
Hieracium umbellatum,29079
Hippophae rhamnoides,233697
Hippuris vulgaris,29227
Holcus lanatus,29305
Holodiscus discolor,29319
Holosteum umbellatum,29324
Homalia trichomanoides,331094
Homalothecium fulgescens,331226
Homalothecium lutescens,331227
Homalothecium nevadense,331228
Homalothecium nuttallii,331229
Homomallium adnatum,331236
Honckenya peploides,29423
Hookeria lucens,331267
Hordeum brachyantherum,29503
Hordeum jubatum,29525
Hordeum murinum,29530
Hosackia gracilis,29587
Houstonia caerulea,29598
Houttuynia cordata,29601
Hudsonia ericoides,68580
Humulus lupulus,29681
Huperzia lucidula,86328
Huperzia miyoshiana,86343
Huperzia selago,29690
Hyacinthoides hispanica,29695
Hyacinthus orientalis,29697
Hydrangea arborescens,29728
Hydrangea macrophylla,29735
Hydrastis canadensis,86479
Hydrocotyle americana,234081
Hydrocotyle ranunculoides,29761
Hydrophyllum virginianum,29776
Hygroamblystegium fluviatile,331992
Hygroamblystegium tenax,331994
Hygrobiella laxifolia,331996
Hygrohypnum alpestre,331997
Hygrohypnum eugyrium,332003
Hygrohypnum luridum,332004
Hygrohypnum molle,332006
Hygrohypnum ochraceum,332009
Hygrohypnum smithii,332011
Hylocomiastrum pyrenaicum,332052
Hylocomiastrum umbratum,332053
Hylocomium splendens,58538
Hylotelephium telephium,234153
Hymenophyllum wrightii,234244
Hymenostylium recurvirostrum,332320
Hyoscyamus niger,29883
Hypericum anagalloides,29957
Hypericum androsaemum,29958
Hypericum boreale,29962
Hypericum canadense,29964
Hypericum maculatum,30000
Hypericum majus,30001
Hypericum perforatum,30010
Hypericum punctatum,64565
Hypnum callichroum,332538
Hypnum circinale,332539
Hypnum cupressiforme,332540
Hypnum curvifolium,332545
Hypnum fertile,332547
Hypnum imponens,332551
Hypnum pallescens,332554
Hypnum pratense,332557
Hypnum subimponens,332562
Hypochaeris maculata,30050
Hypochaeris radicata,30052
Hyssopus officinalis,30135
Iberis umbellata,30171
Ilex aquifolium,30228
Ilex crenata,30253
Ilex glabra,30269
Ilex mucronata,68664
Ilex opaca,30308
Ilex pedunculosa,30313
Ilex pernyi,68665
Ilex serrata,30330
Ilex verticillata,30347
Impatiens balfourii,30375
Impatiens balsamina,30376
Impatiens capensis,30380
Impatiens glandulifera,30385
Impatiens pallida,30395
Impatiens parviflora,30396
Inula helenium,30677
Ipomoea purpurea,30791
Iris germanica,30854
Iris pseudacorus,30870
Iris tenax,64573
Iris versicolor,30884
Isatis tinctoria,31014
Isoetes echinospora,31149
Isoetes nuttallii,87204
Isoetes occidentalis,87205
Isoetes riparia,68775
Isoetes tuckermanii,235262
Isolepis cernua,31156
Isopterygiopsis pulchella,334508
Isothecium alopecuroides,334520
Isothecium cristatum,334521
Isothecium myosuroides,334523
Isotoma fluviatilis,31198
Jacaranda mimosifolia,31268
Jacobaea vulgaris,235402
Jasione montana,31323
Juglans cinerea,31418
Juglans nigra,31425
Juncus acuminatus,31443
Juncus alpinoarticulatus,31446
Juncus articulatus,31454
Juncus balticus,31457
Juncus bolanderi,31459
Juncus brachycephalus,64576
Juncus brevicaudatus,31461
Juncus bufonius,31464
Juncus canadensis,31466
Juncus compressus,31471
Juncus conglomeratus,31473
Juncus drummondii,31477
Juncus dudleyi,31478
Juncus effusus,31479
Juncus ensifolius,31480
Juncus filiformis,31483
Juncus gerardii,31487
Juncus hesperius,87481
Juncus inflexus,31490
Juncus laccatus,335462
Juncus longistylis,64578
Juncus mertensianus,31497
Juncus nodosus,31504
Juncus pelocarpus,31512
Juncus pylaei,87495
Juncus ranarius,31517
Juncus subcaudatus,64583
Juncus supiniformis,235629
Juncus tenuis,31529
Juncus torreyi,31530
Jungermannia atrovirens,335572
Jungermannia confertissima,335575
Jungermannia exsertifolia,335578
Jungermannia obovata,335586
Jungermannia pumila,335588
Jungermannia rubra,335591
Juniperus chinensis,31554
Juniperus communis,31556
Juniperus horizontalis,31565
Juniperus scopulorum,31590
Juniperus virginiana,31598
Justicia americana,64585
Kalmia angustifolia,31681
Kalmia latifolia,31684
Kalmia microphylla,31685
Kalmia polifolia,31686
Kedrostis nana,87571
Kerria japonica,31745
Kiaeria blyttii,336249
Kiaeria falcata,336250
Kiaeria starkei,336252
Knautia arvensis,31809
Kniphofia uvaria,31862
Koelreuteria paniculata,31956
Kolkwitzia amabilis,31981
Kurzia setacea,336712
Laburnum anagyroides,32075
Laburnum watereri,32077
Lactuca biennis,32107
Lactuca canadensis,32109
Lactuca muralis,32120
Lactuca sativa,32128
Lactuca serriola,32132
Lamium amplexicaule,32230
Lamium galeobdolon,32235
Lamium maculatum,32240
Lamium orvala,32244
Lamium purpureum,32245
Laportea canadensis,32333
Lappula squarrosa,32355
Lapsana communis,32357
Larix decidua,32364
Larix laricina,32372
Larix occidentalis,32376
Lasthenia maritima,236772
Lathyrus clymenum,32469
Lathyrus davidii,32470
Lathyrus graminifolius,87993
Lathyrus inconspicuus,32479
Lathyrus japonicus,32481
Lathyrus latifolius,32484
Lathyrus ochroleucus,32491
Lathyrus odoratus,32493
Lathyrus palustris,32496
Lathyrus pratensis,32499
Lathyrus pubescens,337522
Lathyrus sativus,32503
Lathyrus sylvestris,32509
Lathyrus tingitanus,32510
Lathyrus venosus,32514
Lavandula angustifolia,32547
Lechea intermedia,236971
Leersia oryzoides,32666
Leersia virginica,32672
Legousia speculum-veneris,32679
Lemna minor,32703
Lemna minuta,32704
Lemna trisulca,32705
Leontopodium nivale,237120
Leonurus cardiaca,32747
Lepidium aucheri,69057
Lepidium campestre,32771
Lepidium coronopus,237342
Lepidium densiflorum,32774
Lepidium didymum,88228
Lepidium latifolium,32784
Lepidium montanum,32787
Lepidium perfoliatum,32795
Lepidium ramosissimum,32800
Lepidium ruderale,32801
Lepidium sativum,32802
Lepidium virginicum,32810
Lepidozia reptans,339161
Leptarrhena pyrolifolia,69070
Leptinella squalida,237434
Leptobryum pyriforme,339244
Leptodictyum riparium,339282
Lescuraea saxicola,339520
Leskea obscura,339524
Leskea polycarpa,339525
Leskeella nervosa,339526
Lespedeza capitata,33011
Leucanthemella serotina,33137
Leucanthemum maximum,33149
Leucanthemum vulgare,33153
Leucobryum glaucum,102896
Leucodon brachypus,339841
Leymus mollis,33256
Liatris aspera,33264
Liatris cylindracea,33265
Liatris ligulistylis,69157
Liatris scariosa,33269
Liatris spicata,33271
Ligusticum scoticum,33413
Lilaeopsis occidentalis,88513
Lilium canadense,88518
Lilium columbianum,33436
Lilium lancifolium,88530
Lilium martagon,33444
Lilium michiganense,88538
Lilium philadelphicum,33447
Limonium carolinianum,64608
Limosella aquatica,33507
Linaria dalmatica,33530
Linaria maroccana,33536
Linaria purpurea,33541
Linaria vulgaris,33555
Lindera benzoin,33566
Lindernia dubia,33589
Linnaea borealis,33616
Linum grandiflorum,33637
Linum medium,33644
Linum tenuifolium,33659
Linum usitatissimum,33662
Lipandra polysperma,340952
Liparis loeselii,33672
Liquidambar styraciflua,33704
Liriodendron tulipifera,33707
Lithocarpus glaber,33745
Lithospermum caroliniense,33802
Lithospermum incisum,33804
Lithospermum officinale,33806
Lobelia angulata,88926
Lobelia cardinalis,33928
Lobelia dortmanna,33934
Lobelia inflata,33950
Lobelia kalmii,33952
Lobelia siphilitica,33971
Lobelia spicata,33973
Lobularia maritima,33990
Loeskeobryum brevirostre,341939
Lolium multiflorum,34016
Lolium perenne,34017
Lomatium utriculatum,34064
Lomatogonium rotatum,88981
Lonicera bella,34116
Lonicera canadensis,34119
Lonicera ciliosa,34124
Lonicera dioica,34127
Lonicera involucrata,34140
Lonicera minutiflora,342166
Lonicera oblongifolia,34151
Lonicera periclymenum,34153
Lonicera tatarica,34165
Lonicera xylosteum,34168
Lophocolea bidentata,342220
Lophocolea heterophylla,342222
Lophocolea minor,342226
Lophozia ascendens,342270
Lophozia bicrenata,342274
Lophozia guttulata,342295
Lophozia incisa,342302
Lophozia obtusa,342309
Lophozia sudetica,342320
Lophozia ventricosa,342323
Lophozia wenzelii,342329
Lophoziopsis excisa,342331
Lotus corniculatus,34249
Lotus pedunculatus,34281
Ludwigia palustris,34363
Luetkea pectinata,34389
Lunaria annua,34408
Lunularia cruciata,102931
Lupinus arcticus,34419
Lupinus bicolor,34423
Lupinus densiflorus,34428
Lupinus littoralis,89105
Lupinus perennis,34452
Lupinus polyphyllus,34455
Lupinus rivularis,34459
Luzula campestris,34480
Luzula comosa,34484
Luzula glabrata,34493
Luzula lutea,34497
Luzula parviflora,34508
Luzula pilosa,34509
Luzula spicata,34515
Lycium barbarum,34544
Lycopodiella inundata,34577
Lycopodium clavatum,34585
Lycopodium lagopus,89221
Lycopus americanus,34603
Lycopus asper,34604
Lycopus europaeus,34605
Lycopus laurentianus,239071
Lycopus uniflorus,34608
Lycopus virginicus,34609
Lygodesmia juncea,239080
Lygodium japonicum,34618
Lysichiton americanus,34639
Lysimachia ciliata,34651
Lysimachia clethroides,34652
Lysimachia europaea,239104
Lysimachia maritima,103160
Lysimachia nummularia,34660
Lysimachia punctata,34661
Lysimachia quadrifolia,34662
Lysimachia terrestris,34664
Lysimachia thyrsiflora,34665
Lysimachia vulgaris,34666
Lythrum salicaria,34676
Madia glomerata,34958
Madia gracilis,34959
Madia sativa,34963
Magnolia campbellii,35018
Magnolia cavaleriei,89507
Magnolia dawsoniana,35025
Magnolia denudata,35027
Magnolia ernestii,239438
Magnolia grandiflora,35032
Magnolia insignis,89521
Magnolia kobus,35037
Magnolia liliiflora,89524
Magnolia loebneri,35040
Magnolia macrophylla,35042
Magnolia obovata,35045
Magnolia officinalis,35046
Magnolia salicifolia,35052
Magnolia sargentiana,35054
Magnolia sieboldii,35056
Magnolia soulangeana,35058
Magnolia sprengeri,35061
Magnolia stellata,35062
Magnolia tripetala,35063
Magnolia virginiana,35065
Magnolia wilsonii,35066
Maianthemum canadense,35087
Maianthemum dilatatum,35088
Maianthemum racemosum,35089
Maianthemum stellatum,35090
Maianthemum trifolium,89565
Malaxis monophyllos,35140
Malaxis unifolia,239581
Malesherbia fasciculata,35161
Malus baccata,35225
Malus coronaria,35227
Malus florentina,35231
Malus fusca,35233
Malus pumila,35246
Malus sylvestris,35256
Malva moschata,35268
Malva neglecta,35269
Malva parviflora,35271
Malva pusilla,35272
Malva sylvestris,35274
Maranta leuconeura,89783
Marchantia polymorpha,240158
Marrubium vulgare,35556
Marsupella condensata,345852
Marsupella emarginata,345853
Marsupella sparsifolia,345859
Marsupella sphacelata,345860
Matricaria chamomilla,35671
Matricaria discoidea,35672
Matteuccia struthiopteris,35682
Maytenus boaria,35725
Meconopsis betonicifolia,35782
Meconopsis dhwojii,35784
Meconopsis horridula,35787
Meconopsis paniculata,35791
Meconopsis villosa,35794
Medeola virginiana,35799
Medicago falcata,35814
Medicago lupulina,35825
Medicago papillosa,35833
Medicago sativa,35846
Meesia uliginosa,346724
Meiotrichum lyallii,346836
Melampyrum lineare,35988
Melica altissima,36057
Melilotus albus,36115
Melilotus officinalis,36128
Melissa officinalis,36165
Menispermum canadense,36256
Mentha aquatica,36265
Mentha arvensis,36266
Mentha canadensis,90365
Mentha pulegium,36277
Mentha spicata,36282
Menyanthes trifoliata,36302
Mercurialis annua,36306
Mertensia paniculata,347779
Mertensia virginica,36344
Mespilus germanica,36364
Metaneckera menziesii,347936
Metasequoia glyptostroboides,36382
Metzgeria conjugata,348002
Metzgeria furcata,348006
Metzgeria temperata,348013
Micranthes ferruginea,241569
Micranthes lyallii,241576
Micranthes nelsoniana,348614
Micranthes tolmiei,241593
Microbiota decussata,90511
Milium effusum,36750
Mimulus ringens,36871
Mirabilis jalapa,36930
Mirabilis nyctaginea,349894
Miscanthus sacchariflorus,36947
Miscanthus sinensis,36948
Mitchella repens,36965
Mitella diphylla,36967
Mitella nuda,36968
Mitella pentandra,69712
Mnium ambiguum,350091
Mnium blyttii,350093
Mnium hornum,350094
Mnium lycopodioides,350095
Mnium spinulosum,350098
Mnium stellare,350099
Moehringia lateriflora,37009
Moenchia erecta,37012
Moerckia blyttii,350116
Molinia caerulea,37025
Mollugo verticillata,37049
Monarda didyma,37101
Monarda fistulosa,37102
Moneses uniflora,37120
Monochoria vaginalis,69739
Mononeuria groenlandica,350460
Monotropa uniflora,37184
Montia howellii,242844
Montia parvifolia,90824
Morella pensylvanica,64660
Morus alba,37299
Morus nigra,37313
Muhlenbergia asperifolia,64662
Muhlenbergia mexicana,37401
Muhlenbergia uniflora,64669
Muscari armeniacum,37452
Muscari botryoides,37454
Muscari neglectum,37458
Mylia anomala,351470
Mylia taylorii,351471
Myosotis arvensis,37495
Myosotis laxa,37500
Myosotis scorpioides,37506
Myosotis sylvatica,37514
Myrica gale,37586
Myriophyllum aquaticum,37610
Myriophyllum heterophyllum,37613
Myriophyllum sibiricum,91130
Myriophyllum spicatum,37615
Myriophyllum verticillatum,37616
Myrrhis odorata,37669
Nabalus albus,243492
Nabalus racemosus,243496
Nabalus trifoliolatus,243500
Najas flexilis,37721
Narcissus poeticus,37745
Narcissus pseudonarcissus,37746
Nardia geoscyphus,352427
Nardia japonica,352430
Nardia scalaris,352432
Nasturtium microphyllum,37767
Nasturtium officinale,37768
Navarretia intertexta,37801
Neckera douglasii,352697
Neckera pennata,103259
Neottia banksiana,243842
Neottia bifolia,243843
Neottia cordata,91427
Nepeta camphorata,243900
Nepeta cataria,38037
Nepeta grandiflora,38042
Nepeta nervosa,244004
Neslia paniculata,38136
Nicandra physalodes,38185
Nicotiana longiflora,91555
Nigella damascena,38227
Niphotrichum canescens,353741
Nolana paradoxa,38263
Nothofagus antarctica,38310
Nothofagus dombeyi,38317
Nothofagus obliqua,38327
Notholithocarpus densiflorus,244314
Nowellia curvifolia,354296
Nuphar rubrodisca,91646
Nuphar variegata,69941
Nuttallanthus canadensis,244416
Nymphaea odorata,38387
Nymphoides cordata,91657
Nymphoides peltata,38398
Oclemena acuminata,91695
Oclemena nemoralis,244494
Odontoschisma denudatum,354876
Odontoschisma gibbsiae,354879
Oemleria cerasiformis,38662
Oenanthe sarmentosa,38674
Oenothera biennis,38688
Oenothera fruticosa,38717
Oenothera glazioviana,38718
Oenothera oakesiana,38741
Oenothera parviflora,38747
Oenothera perennis,38748
Oenothera villosa,38776
Olearia macrodonta,91808
Olearia virgata,38893
Oligotrichum aligerum,355264
Oligotrichum hercynicum,355266
Oligotrichum parallelum,355267
Oncidium sphacelatum,91841
Oncophorus virens,355506
Oncophorus wahlenbergii,355507
Onoclea sensibilis,38979
Onopordum acanthium,39002
Ophioglossum petiolatum,91906
Oplopanax horridus,70023
Oreopteris limbosperma,39201
Origanum dictamnus,356320
Origanum vulgare,39210
Ornithogalum umbellatum,39286
Ornithopus perpusillus,39289
Orthilia secunda,39339
Orthotrichum anomalum,356830
Orthotrichum consimile,356833
Orthotrichum cupulatum,356834
Orthotrichum diaphanum,356836
Orthotrichum lyellii,356846
Orthotrichum obtusifolium,356847
Orthotrichum pulchellum,356855
Orthotrichum rupestre,356861
Orthotrichum speciosum,356864
Orthotrichum stellatum,356867
Orthotrichum striatum,356870
Oryzopsis asperifolia,39383
Oryzopsis racemosa,92084
Osmanthus decorus,70071
Osmanthus heterophyllus,39403
Osmorhiza berteroi,70072
Osmorhiza longistylis,39419
Osmunda regalis,39427
Osmundastrum cinnamomeum,39429
Ostrya virginiana,39473
Oxalis acetosella,39564
Oxalis corniculata,39576
Oxalis dillenii,39581
Oxalis oregana,39592
Oxybasis glauca,357761
Oxybasis rubra,357762
Oxydendrum arboreum,39624
Pachysandra terminalis,39760
Packera indecora,246255
Packera macounii,246258
Packera pauciflora,246263
Packera paupercula,92260
Packera schweinitziana,246267
Packera streptanthifolia,246269
Pallavicinia lyellii,358602
Palustriella commutata,358628
Panax pseudoginseng,92331
Panax trifolius,92333
Panicum acuminatum,39933
Panicum boreale,92374
Panicum capillare,39959
Panicum depauperatum,92388
Panicum dichotomiflorum,39973
Panicum flexile,39985
Panicum latifolium,92397
Panicum linearifolium,40021
Panicum miliaceum,40033
Panicum oligosanthes,40050
Panicum virgatum,40121
Panicum xanthophysum,92439
Papaver bracteatum,40142
Papaver cambricum,246862
Papaver dubium,40152
Papaver fugax,40155
Papaver pilosum,40186
Papaver rhoeas,40195
Papaver somniferum,40199
Paraleucobryum enerve,359652
Paraleucobryum longifolium,359653
Parathelypteris noveboracensis,246969
Parietaria pensylvanica,40308
Parnassia fimbriata,40378
Parrotia persica,40403
Parthenocissus quinquefolia,40428
Parthenocissus tricuspidata,40430
Passiflora caerulea,92613
Passiflora gracilis,247386
Pastinaca sativa,40533
Paulownia tomentosa,40581
Paxistima myrsinites,70252
Pedicularis bracteosa,70253
Pedicularis canadensis,40687
Pedicularis racemosa,70257
Pelargonium hortorum,92710
Pellia epiphylla,361232
Pellia neesiana,361234
Penstemon davidsonii,40895
Penstemon digitalis,64724
Penstemon hirsutus,40908
Penstemon procerus,40920
Penstemon serrulatus,70308
Pentagramma triangularis,248764
Penthorum sedoides,41008
Peperomia fraseri,92800
Perilla frutescens,41102
Persicaria amphibia,41183
Persicaria hydropiper,41190
Persicaria lapathifolia,41191
Persicaria longiseta,102167
Persicaria maculosa,41193
Persicaria nepalensis,92892
Persicaria orientalis,41195
Persicaria pensylvanica,41196
Persicaria sagittata,92895
Persicaria virginiana,41200
Petasites frigidus,41262
Petasites hybridus,41263
Petasites japonicus,41264
Petunia atkinsiana,363128
Petunia axillaris,70371
Petunia integrifolia,41319
Phacelia campanularia,93017
Phacelia franklinii,70380
Phacelia sericea,41398
Phalaris arundinacea,41425
